timestamp,angle,rpm,pwm
1752367744.1821005,218.5,0.0,2.999974735539294
1752367744.1931646,218.5,0.0,2.999974789077557
1752367744.203825,218.5,0.0,2.9999748328815903
1752367744.2147307,218.5,0.0,2.999974868721254
1752367744.2252843,218.5,0.0,2.9999748980446155
1752367744.2359166,218.5,0.0,2.999974922036457
1752367744.246304,218.5,0.0,2.999974941666145
1752367744.256765,218.5,0.0,2.999974957726799
1752367744.2671833,218.5,0.0,2.9999749708673344
1752367744.278476,218.5,0.0,2.9999749816186814
1752367744.289415,218.5,0.0,2.999974990415238
1752367744.3002665,218.5,0.0,2.999974997612421
1752367744.310696,218.5,0.0,2.999975003501025
1752367744.3215451,218.5,0.0,2.9999750083189736
1752367744.3321579,218.5,0.0,2.9999750122609314
1752367744.3427477,218.5,0.0,2.9999750154861697
1752367744.3535433,218.5,0.0,2.999975018125001
1752367744.3643208,218.5,0.0,2.999975020284045
1752367744.3749535,218.5,0.0,2.9999750220505357
1752367744.385539,218.5,0.0,2.999975023495846
1752367744.3962789,218.5,0.0,2.9999750246783727
1752367744.4078922,218.5,0.0,2.999975025645895
1752367744.418536,218.5,0.0,2.999975026437504
1752367744.429257,218.5,0.0,2.9999750270851835
1752367744.4403405,218.5,0.0,2.9999750276151036
1752367744.4512417,218.58,1.2231055121785988,2.9662840363182363
1752367744.4619763,218.5,-1.2420942904531347,3.0396475664735845
1752367744.4728363,218.5,0.0,2.9988978322536917
1752367744.4833796,218.58,1.2646206262345003,2.964259142158468
1752367744.4941316,218.5,-1.240083671493934,3.0390563595601376
1752367744.5045068,218.5,0.0,2.9984684042171486
1752367744.515336,218.5,0.0,2.998742336174881
1752367744.5259714,218.5,0.0,2.9989664623226147
1752367744.5368574,218.5,0.0,2.999149838262077
1752367744.5477123,218.5,0.0,2.9992998731219704
1752367744.5582466,218.5,0.0,2.9994226289167014
1752367744.5691056,218.5,0.0,2.99952306547625
1752367744.5800104,218.5,0.0,2.9996052408433362
1752367744.5907202,218.5,0.0,2.999672475234738
1752367744.6014464,218.5,0.0,2.9997274851914617
1752367744.6123219,218.5,0.0,2.999772493337972
1752367744.6231477,218.5,0.0,2.9998093181851986
1752367744.6336846,218.5,0.0,2.9998394476057237
1752367744.6442788,218.5,0.0,2.9998640989498444
1752367744.6549942,218.5,0.0,2.9998842682314426
1752367744.6657343,218.58,1.2414601046316531,2.965704193131843
1752367744.6762521,218.5,-1.2676879368324139,3.040373711822918
1752367744.6870286,218.5,0.0,2.998800922724953
1752367744.6976898,218.5,0.0,2.9990143967727803
1752367744.7081716,218.5,0.0,2.999189057357754
1752367744.7187688,218.5,0.0,2.9993319614730503
1752367744.7294142,218.5,0.0,2.999448883022189
1752367744.739895,218.5,0.0,2.9995445461080603
