time,rpm,rpm_rad
0.0,0.0,0.0
0.006555318832397461,0.0,0.0
0.012866973876953125,0.0,0.0
0.019732952117919922,0.0,0.0
0.026719093322753906,0.0,0.0
0.0338134765625,0.0,0.0
0.03988170623779297,0.0,0.0
0.04683089256286621,0.0,0.0
0.054573774337768555,0.0,0.0
0.06163215637207031,0.0,0.0
0.06824469566345215,0.0,0.0
0.07476949691772461,0.0,0.0
0.08182740211486816,0.0,0.0
0.08834338188171387,0.0,0.0
0.09543609619140625,0.0,0.0
0.10200762748718262,0.0,0.0
0.10869240760803223,0.0,0.0
0.11579728126525879,0.0,0.0
0.12230849266052246,0.0,0.0
0.12990760803222656,0.0,0.0
0.1358780860900879,0.0,0.0
0.14208221435546875,0.0,0.0
0.1502985954284668,0.0,0.0
0.15662622451782227,0.0,0.0
0.1636345386505127,0.0,0.0
0.170212984085083,0.0,0.0
0.17675304412841797,0.0,0.0
0.18349099159240723,0.0,0.0
0.19102215766906738,0.0,0.0
0.1976027488708496,0.0,0.0
0.20460867881774902,0.0,0.0
0.21120476722717285,0.0,0.0
0.2177720069885254,0.0,0.0
0.2248852252960205,0.0,0.0
0.23196697235107422,0.0,0.0
0.23877668380737305,0.0,0.0
0.244781494140625,0.0,0.0
0.252133846282959,0.0,0.0
0.25916218757629395,0.0,0.0
0.2656881809234619,0.0,0.0
0.27219629287719727,0.0,0.0
0.27933621406555176,0.0,0.0
0.2864255905151367,0.0,0.0
0.2929704189300537,0.0,0.0
0.2998673915863037,0.0,0.0
0.3063967227935791,0.0,0.0
0.31318020820617676,0.0,0.0
0.32036757469177246,0.0,0.0
0.3269612789154053,0.0,0.0
0.33395838737487793,0.0,0.0
0.3405611515045166,0.0,0.0
0.34748291969299316,0.0,0.0
0.3544199466705322,0.0,0.0
0.36065030097961426,0.0,0.0
0.36754608154296875,0.0,0.0
0.37461328506469727,0.0,0.0
0.38077807426452637,0.0,0.0
0.3883049488067627,0.0,0.0
0.3938760757446289,0.0,0.0
0.4019300937652588,0.0,0.0
0.4083828926086426,0.0,0.0
0.4155857563018799,0.0,0.0
0.42171430587768555,0.0,0.0
0.4287238121032715,0.0,0.0
0.43550920486450195,0.0,0.0
0.44277071952819824,0.0,0.0
0.44884729385375977,0.0,0.0
0.45588254928588867,0.0,0.0
0.46195554733276367,0.0,0.0
0.46984338760375977,0.0,0.0
0.47660017013549805,0.0,0.0
0.4836235046386719,0.0,0.0
0.48978209495544434,0.0,0.0
0.496445894241333,0.0,0.0
0.5035851001739502,0.0,0.0
0.510892391204834,0.0,0.0
0.517444372177124,0.0,0.0
0.523451566696167,0.0,0.0
0.5309779644012451,0.0,0.0
0.5375375747680664,0.0,0.0
0.5439257621765137,0.0,0.0
0.5515568256378174,0.0,0.0
0.5575666427612305,0.0,0.0
0.5648777484893799,0.0,0.0
0.5720388889312744,0.0,0.0
0.5785748958587646,0.0,0.0
0.5855748653411865,0.0,0.0
0.5922417640686035,0.0,0.0
0.5990378856658936,0.0,0.0
0.6058433055877686,0.0,0.0
0.6120090484619141,0.0,0.0
0.6196386814117432,0.0,0.0
0.6261818408966064,0.0,0.0
0.6326775550842285,0.0,0.0
0.6391720771789551,0.0,0.0
0.6466829776763916,0.0,0.0
0.6527719497680664,0.0,0.0
0.6599888801574707,0.0,0.0
0.6666767597198486,0.0,0.0
0.6737027168273926,0.0,0.0
0.6806058883666992,0.0,0.0
0.6867733001708984,0.0,0.0
0.6939260959625244,0.0,0.0
0.7010810375213623,0.0,0.0
0.7076773643493652,0.0,0.0
0.714857816696167,0.0,0.0
0.7211534976959229,0.0,0.0
0.7278392314910889,0.0,0.0
0.7348546981811523,0.0,0.0
0.741884708404541,0.0,0.0
0.747992753982544,0.0,0.0
0.7555513381958008,0.0,0.0
0.761735200881958,0.0,0.0
0.7689435482025146,0.0,0.0
0.7759437561035156,0.0,0.0
0.7824862003326416,0.0,0.0
0.7892658710479736,0.0,0.0
0.7957763671875,0.0,0.0
0.8020052909851074,0.0,0.0
0.8100466728210449,0.0,0.0
0.8166666030883789,0.0,0.0
0.8228685855865479,0.0,0.0
0.829657793045044,0.0,0.0
0.8365974426269531,0.0,0.0
0.8439106941223145,0.0,0.0
0.8508412837982178,0.0,0.0
0.857426643371582,0.0,0.0
0.8639633655548096,0.0,0.0
0.8706505298614502,0.0,0.0
0.8778104782104492,0.0,0.0
0.8844437599182129,0.0,0.0
0.8909142017364502,0.0,0.0
0.8975203037261963,0.0,0.0
0.9045441150665283,0.0,0.0
0.9111926555633545,0.0,0.0
0.9188737869262695,0.0,0.0
0.9249258041381836,0.0,0.0
0.9322152137756348,0.0,0.0
0.938744068145752,0.0,0.0
0.9457499980926514,0.0,0.0
0.9521214962005615,0.0,0.0
0.9588708877563477,0.0,0.0
0.9658052921295166,0.0,0.0
0.9729287624359131,0.0,0.0
0.9797632694244385,0.0,0.0
0.9866807460784912,0.0,0.0
0.9927940368652344,0.0,0.0
1.000061273574829,0.0,0.0
1.0069327354431152,0.0,0.0
1.0138685703277588,0.0,0.0
1.0205929279327393,0.0,0.0
