time,rpm,rpm_rad
1.027561902999878,0.0,0.0
1.0335912704467773,0.0,0.0
1.0407917499542236,0.0,0.0
1.0476207733154297,0.0,0.0
1.0545496940612793,0.0,0.0
1.0607819557189941,0.0,0.0
1.06779146194458,0.0,0.0
1.0745000839233398,0.0,0.0
1.0820202827453613,0.0,0.0
1.1066522598266602,0.0,0.0
1.110173225402832,0.0,0.0
1.110173225402832,0.0,0.0
1.1111745834350586,0.0,0.0
1.115722417831421,0.0,0.0
1.122279167175293,0.0,0.0
1.1297037601470947,0.0,0.0
1.1358921527862549,0.0,0.0
1.1420135498046875,0.0,0.0
1.149810791015625,0.0,0.0
1.155928611755371,0.0,0.0
1.1634604930877686,0.0,0.0
1.1700365543365479,0.0,0.0
1.1765720844268799,0.0,0.0
1.1848745346069336,0.0,0.0
1.1914870738983154,0.0,0.0
1.1976027488708496,0.0,0.0
1.2045609951019287,0.0,0.0
1.211838960647583,0.0,0.0
1.2189137935638428,0.0,0.0
1.2249441146850586,0.0,0.0
1.2315759658813477,0.0,0.0
1.2384562492370605,0.0,0.0
1.245544672012329,0.0,0.0
1.25258207321167,0.0,0.0
1.259706735610962,0.0,0.0
1.2657725811004639,0.0,0.0
1.2725770473480225,0.0,0.0
1.2798175811767578,0.0,0.0
1.2867553234100342,0.0,0.0
1.2935707569122314,0.0,0.0
1.2997207641601562,0.0,0.0
1.3062329292297363,0.0,0.0
1.3137402534484863,0.0,0.0
1.3208627700805664,0.0,0.0
1.3276948928833008,0.0,0.0
1.3336992263793945,0.0,0.0
1.341003179550171,0.0,0.0
1.347630500793457,0.0,0.0
1.3547155857086182,0.0,0.0
1.361238718032837,0.0,0.0
1.3678393363952637,0.0,0.0
1.3748626708984375,0.0,0.0
1.3819808959960938,0.0,0.0
1.3888952732086182,0.0,0.0
1.3949837684631348,0.0,0.0
1.4025187492370605,0.0,0.0
1.4090385437011719,0.0,0.0
1.4155611991882324,0.0,0.0
1.4221282005310059,0.0,0.0
1.4287810325622559,0.0,0.0
1.435863733291626,0.0,0.0
1.4423844814300537,0.0,0.0
1.4494667053222656,0.0,0.0
1.456477403640747,0.0,0.0
1.4635529518127441,0.0,0.0
1.4696862697601318,0.0,0.0
1.476682186126709,0.0,0.0
1.4837393760681152,0.0,0.0
1.4906721115112305,0.0,0.0
1.496183156967163,0.0,0.0
1.5039138793945312,0.0,0.0
1.5381765365600586,1751.177665822362,183.38274143902916
1.572218656539917,1762.522429140724,184.57076127214023
1.5988290309906006,2254.759703257714,236.11768453858008
1.6259150505065918,2215.1649106129025,231.97133105107963
1.65952467918396,1785.2027041406266,186.94583211003837
1.6858294010162354,2280.9593039064625,238.86129798531678
1.7136189937591553,2159.081658916591,226.09831162785912
1.7406272888183594,2221.5397109841897,232.63889802102736
1.7743711471557617,1778.1013481050222,186.20218047310857
1.8010389804840088,2249.901567235568,235.60894215371962
1.8277533054351807,2245.98600599743,235.19890588604886
1.8613073825836182,1788.1582537517054,187.25533628012735
1.8885202407836914,2204.8400634314303,230.89011649585157
1.9159369468688965,2188.4467015670384,229.17340910586643
1.949556827545166,1784.6583269508978,186.88882511218904
1.9765207767486572,2225.193333038596,233.02150410469076
2.0036346912384033,2212.8859343674158,231.732677418311
2.035900115966797,1859.5757069703172,194.73414817536263
2.0637974739074707,2150.7413041620375,225.22491245808052
2.091184377670288,2190.8281607744475,229.42279472024654
2.1245205402374268,1799.8472343408048,188.47940243109096
2.1509246826171875,2272.3707188456574,237.96190422061096
2.17838716506958,2184.7988470821106,228.79140700015625
2.2115139961242676,1811.2206356517734,189.67042122524182
2.2383944988250732,2232.1011131314026,233.7448845334161
2.2657742500305176,2191.400482414511,229.48272805162011
2.2996459007263184,1771.392854126193,185.49966921981022
2.3266310691833496,2223.4435962680236,232.838272253322
2.3535876274108887,2225.803438760348,233.08539417250407
2.3807296752929688,2210.592224310887,231.49248086576134
2.413878917694092,1809.9961161696801,189.5421899532502
2.4415066242218018,2171.7329283131544,227.42314834197742
2.468487501144409,2223.7972535920685,232.87530713041022
2.50213885307312,1782.9892875361334,186.71404386102137
2.5290045738220215,2233.329251084902,233.87349473052723
2.5559186935424805,2229.313112343426,233.45292602023278
2.58972430229187,1774.8534110063404,185.8620575827803
2.616738796234131,2221.029945193148,232.58551551731136
2.6439108848571777,2208.1482521409516,231.23654891478307
2.676940679550171,1816.5417180969705,190.22764320520872
2.70378041267395,2235.491676586068,234.09994320820084
2.73073673248291,2225.823125160309,233.08745572574583
2.7648684978485107,1757.893251559455,184.08599533888895
2.7917087078094482,2235.4519613416714,234.09578424104606
2.8181629180908203,2268.069973052624,237.51153155474643
2.8518359661102295,1781.8404786348992,186.59374097582045
2.878823757171631,2223.2275277176554,232.81564562675032
2.9057796001434326,2225.862499004962,233.0915789416333
2.939913749694824,1757.7704670703854,184.07313738812175
2.9668564796447754,2226.945825885351,233.20502457143868
2.993842840194702,2223.345378084443,232.82798687787684
3.0267317295074463,1824.3243008133618,191.042632673075
3.0537896156311035,2217.4681246640644,232.21252285877927
3.080690622329712,2230.3998014729996,233.56672374365203
3.107755184173584,2216.9211659927587,232.1552455290397
3.1414077281951904,1782.9261277090168,186.707429784979
3.1686525344848633,2202.2546008243417,230.61936771345813
3.195432186126709,2240.5071134773243,234.62515808764093
3.229670286178589,1752.433689634762,183.51427183398906
3.255966901779175,2281.6624356277653,238.93492970479437
3.283781051635742,2157.175405662561,225.89868942251482
3.31650447845459,1833.5488007460729,192.00861923119518
3.344468355178833,2145.625250449744,224.68916101868035
3.3709325790405273,2267.2117766826727,237.4216615169506
3.4045939445495605,1782.4588840253282,186.65850018217103
3.432664632797241,2137.460951102882,223.83419831251013
3.459470510482788,2238.3150704425784,234.39560807172333
3.492180585861206,1834.2972098311905,192.086992381119
