timestamp,angle,pwm
1751695702.942407,265.61,100
1751695702.9451032,227.81,100
1751695702.9496973,192.04,100
1751695702.9507363,158.91,100
1751695702.9535782,125.24,100
1751695702.9561443,90.44,100
1751695702.9587185,56.51,100
1751695702.96128,25.49,100
1751695702.9641416,355.34,100
1751695702.9668767,322.73,100
1751695702.969645,288.02,100
1751695702.9724011,250.84,100
1751695702.9751992,212.08,100
1751695702.978029,177.54,100
1751695702.9809585,145.2,100
1751695702.9836564,110.57,100
1751695702.9861465,75.23,100
1751695702.988742,43.24,100
1751695702.9913769,12.74,100
1751695702.9940677,342.69,100
1751695702.9967706,309.55,100
1751695702.9997253,272.37,100
1751695703.0024564,234.67,100
1751695703.005284,198.28,100
1751695703.008097,163.65,100
1751695703.0108252,131.31,100
1751695703.0133793,96.94,100
1751695703.0160704,64.07,100
1751695703.0185962,32.61,100
1751695703.0211117,2.46,100
1751695703.0240152,332.31,100
1751695703.0267038,298.39,100
1751695703.0294995,260.42,100
1751695703.0325344,222.71,100
1751695703.0350652,187.38,100
1751695703.037824,154.6,100
1751695703.0405962,120.59,100
1751695703.0432577,85.61,100
1751695703.0458446,51.94,100
1751695703.0487032,21.09,100
1751695703.0511231,351.04,100
1751695703.0540285,318.34,100
1751695703.056647,283.27,100
1751695703.0595505,245.83,100
1751695703.0625799,208.74,100
1751695703.0652106,173.23,100
1751695703.0681043,141.06,100
1751695703.0707846,107.31,100
1751695703.073285,70.66,100
1751695703.0759656,38.94,100
1751695703.0784762,8.53,100
1751695703.0811892,338.47,100
1751695703.084115,305.07,100
1751695703.0868697,267.54,100
1751695703.0896668,229.83,100
1751695703.0924432,193.89,100
1751695703.0954566,159.52,100
1751695703.098376,127.0,100
1751695703.1006236,92.37,100
1751695703.103169,58.45,100
1751695703.1057837,27.25,100
1751695703.1085405,357.19,100
1751695703.111249,324.58,100
1751695703.1141176,290.04,100
1751695703.1169317,251.54,100
1751695703.1196601,212.87,100
1751695703.122377,178.24,100
1751695703.1251853,145.9,100
1751695703.1278903,111.36,100
1751695703.1307354,76.03,100
1751695703.1332724,43.95,100
1751695703.1356552,13.45,100
1751695703.1384141,343.39,100
1751695703.141242,310.25,100
1751695703.1439722,273.16,100
1751695703.1467912,235.55,100
1751695703.150532,189.23,100
1751695703.1531959,155.21,100
1751695703.1559937,122.52,100
1751695703.1585634,86.31,100
1751695703.161085,53.79,100
1751695703.164212,22.85,100
1751695703.1665778,351.65,100
1751695703.1693556,318.96,100
1751695703.172099,283.89,100
1751695703.174909,245.13,100
1751695703.177757,208.04,100
1751695703.180893,172.62,100
1751695703.1834342,140.36,100
1751695703.1861484,106.61,100
1751695703.1887214,69.96,100
1751695703.1913013,38.23,100
1751695703.1938326,7.91,100
1751695703.1965778,337.85,100
1751695703.1995285,304.37,100
1751695703.2021883,266.75,100
1751695703.2049983,229.04,100
1751695703.2078102,193.1,100
1751695703.2106109,158.91,100
1751695703.2133443,126.3,100
1751695703.2159884,90.35,100
1751695703.218594,57.66,100
1751695703.2211146,26.54,100
1751695703.2238646,356.48,100
1751695703.2267234,322.73,100
1751695703.229471,288.02,100
1751695703.2324173,250.84,100
1751695703.235164,212.08,100
1751695703.237931,177.54,100
1751695703.2408342,145.2,100
1751695703.2436554,110.57,100
1751695703.2462006,74.0,100
1751695703.2489674,42.1,100
1751695703.251375,11.6,100
1751695703.2542286,341.63,100
1751695703.2569196,308.32,100
1751695703.2596729,271.05,100
1751695703.2625608,233.35,100
1751695703.2653174,197.14,100
1751695703.2682295,162.51,100
1751695703.271066,130.17,100
1751695703.2736306,95.71,100
1751695703.2761786,61.7,100
1751695703.2787406,30.32,100
1751695703.2815194,0.18,100
1751695703.2839782,330.03,100
1751695703.2870262,295.93,100
1751695703.2897205,257.78,100
1751695703.2925045,218.85,100
1751695703.2952185,183.78,100
1751695703.2985969,150.03,100
1751695703.3012626,116.98,100
1751695703.30352,81.83,100
1751695703.306115,48.25,100
1751695703.3087003,17.58,100
1751695703.3116012,347.52,100
1751695703.3142517,314.65,100
1751695703.317061,277.91,100
1751695703.3199673,240.29,100
1751695703.3227887,202.24,100
1751695703.32544,168.4,100
1751695703.3282626,135.0,100
1751695703.3312042,100.9,100
1751695703.3337224,64.25,100
1751695703.3363404,32.78,100
1751695703.3387551,2.55,100
1751695703.3416257,331.35,100
1751695703.3442502,297.33,100
1751695703.347214,260.6,100
1751695703.349867,221.57,100
1751695703.3527296,186.24,100
1751695703.3554797,152.4,100
1751695703.3582323,119.44,100
1751695703.3608913,84.38,100
1751695703.363755,50.8,100
1751695703.3660986,19.95,100
1751695703.3688114,349.89,100
1751695703.371583,317.11,100
1751695703.374399,280.63,100
1751695703.3771486,243.11,100
1751695703.37999,206.1,100
1751695703.3828106,172.0,100
1751695703.3855438,139.75,100
1751695703.3883753,104.68,100
1751695703.3909116,69.35,100
1751695703.393492,36.39,100
1751695703.3960319,6.15,100
1751695703.3989775,336.09,100
1751695703.4016516,302.43,100
1751695703.404349,266.13,100
1751695703.4071631,228.43,100
1751695703.4099593,191.25,100
1751695703.4127512,158.29,100
1751695703.4156792,125.68,100
1751695703.4183297,89.74,100
1751695703.420811,57.04,100
1751695703.423369,26.02,100
1751695703.4261978,355.87,100
1751695703.4290946,322.12,100
1751695703.4318466,287.31,100
1751695703.4347167,248.73,100
1751695703.4374084,211.46,100
1751695703.4401891,175.78,100
1751695703.4429803,143.44,100
1751695703.4457486,109.95,100
1751695703.448445,73.39,100
1751695703.4509468,41.48,100
1751695703.4535708,10.99,100
1751695703.4563622,339.79,100
1751695703.459119,306.47,100
1751695703.461959,269.03,100
1751695703.464898,231.33,100
1751695703.4676807,193.97,100
1751695703.470423,160.75,100
1751695703.4731812,127.09,100
1751695703.475742,92.46,100
1751695703.4785366,58.54,100
1751695703.4811418,27.42,100
1751695703.4837804,357.19,100
1751695703.4865718,324.67,100
1751695703.4892824,290.13,100
1751695703.4921353,251.63,100
1751695703.4948602,214.19,100
1751695703.4978538,179.47,100
1751695703.5004306,147.04,100
1751695703.503274,112.5,100
1751695703.506038,77.26,100
1751695703.5084403,45.18,100
1751695703.5109367,14.5,100
1751695703.5138867,344.53,100
1751695703.516616,311.4,100
1751695703.5194924,274.39,100
1751695703.5222714,236.78,100
1751695703.5250297,200.21,100
1751695703.52777,165.41,100
1751695703.5307448,133.15,100
1751695703.533369,98.79,100
1751695703.5357885,64.78,100
1751695703.5383437,33.22,100
1751695703.5408242,3.08,100
1751695703.543628,332.93,100
1751695703.54639,299.0,100
1751695703.5491793,261.12,100
1751695703.5522568,223.42,100
1751695703.5549045,187.91,100
1751695703.5576138,153.98,100
1751695703.5605457,119.97,100
1751695703.5631194,84.9,100
1751695703.5656598,51.24,100
1751695703.5683231,20.39,100
1751695703.57109,350.33,100
1751695703.5738184,317.55,100
1751695703.5766313,282.3,100
1751695703.5794668,244.86,100
1751695703.5821743,206.54,100
1751695703.5850997,172.35,100
1751695703.5878162,140.1,100
1751695703.590717,105.03,100
1751695703.5932958,69.7,100
1751695703.5956926,36.74,100
1751695703.5982602,6.42,100
1751695703.6010652,336.36,100
1751695703.60481,292.59,100
1751695703.6075137,255.59,100
1751695703.6102188,216.74,100
1751695703.6130824,181.76,100
1751695703.6159077,148.18,100
1751695703.6185815,113.64,100
1751695703.621301,78.4,100
1751695703.6239097,46.23,100
1751695703.6264071,14.41,100
1751695703.6291723,345.59,100
1751695703.6320505,311.31,100
1751695703.634812,275.63,100
1751695703.6375935,236.6,100
1751695703.6403356,200.13,100
1751695703.6431122,166.46,100
1751695703.6460135,132.98,100
1751695703.6486793,98.61,100
1751695703.651274,65.74,100
1751695703.6538813,33.05,100
1751695703.6563427,4.04,100
1751695703.6590254,333.9,100
1751695703.661926,298.83,100
1751695703.6648798,262.18,100
1751695703.6676216,223.15,100
1751695703.670354,187.73,100
1751695703.6730886,153.81,100
1751695703.6758802,120.94,100
1751695703.6785948,84.64,100
1751695703.6811297,52.21,100
1751695703.6836286,21.36,100
1751695703.6865454,351.21,100
1751695703.6893544,318.52,100
1751695703.6921308,282.04,100
1751695703.6948571,244.6,100
1751695703.698042,207.51,100
1751695703.7006526,172.18,100
1751695703.7033565,139.83,100
1751695703.7061183,106.08,100
1751695703.7085247,69.35,100
1751695703.7110417,37.71,100
1751695703.7138448,7.29,100
1751695703.7166908,337.24,100
1751695703.719321,303.66,100
1751695703.722054,266.04,100
1751695703.7250538,228.34,100
1751695703.7277782,191.16,100
1751695703.7305677,158.12,100
1751695703.733233,125.51,100
1751695703.7360308,89.47,100
1751695703.7384157,56.87,100
1751695703.7410967,25.75,100
1751695703.7438254,355.61,100
1751695703.7469537,321.77,100
1751695703.7493901,286.96,100
1751695703.7523873,248.38,100
1751695703.7549534,211.03,100
1751695703.7579024,176.57,100
1751695703.7605543,144.23,100
1751695703.7638555,109.42,100
1751695703.7659106,74.09,100
1751695703.768395,40.87,100
1751695703.7711675,10.46,100
1751695703.7740202,340.4,100
1751695703.7766938,307.0,100
1751695703.7794933,270.97,100
1751695703.7824078,231.86,100
1751695703.7850637,195.73,100
1751695703.7880073,161.28,100
1751695703.7906961,128.76,100
1751695703.7934778,92.9,100
1751695703.7959325,60.12,100
1751695703.7985156,28.92,100
1751695703.8013513,358.77,100
1751695703.8041353,325.02,100
1751695703.8068235,290.48,100
1751695703.8098075,251.98,100
1751695703.81255,213.22,100
1751695703.81525,178.59,100
1751695703.8181083,146.16,100
1751695703.821119,111.53,100
1751695703.8235373,76.2,100
1751695703.8260906,44.12,100
1751695703.8286257,13.62,100
1751695703.8315039,343.56,100
1751695703.8342392,309.2,100
1751695703.837078,273.34,100
1751695703.8398206,235.63,100
1751695703.842589,197.93,100
1751695703.8454282,164.36,100
1751695703.8481371,130.87,100
1751695703.850754,96.42,100
1751695703.8534565,62.31,100
